country,year,income,life_expectancy,population,four_regions,eight_regions,six_regions
Uruguay,1995,11500,73.5,3220000,americas,america_south,america
Uzbekistan,1995,2240,66.2,22900000,asia,asia_west,europe_central_asia
Vanuatu,1995,2610,62.3,168000,asia,east_asia_pacific,east_asia_pacific
Venezuela,1995,15300,73,22200000,americas,america_south,america
Vietnam,1995,2040,69.5,75200000,asia,east_asia_pacific,east_asia_pacific
Yemen,1995,3530,60.5,15300000,asia,asia_west,middle_east_north_africa
Zambia,1995,2030,46.5,9140000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,1995,2480,53.7,11300000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,1996,904,51.4,17800000,asia,asia_west,south_asia
Albania,1996,4530,74.3,3090000,europe,europe_east,europe_central_asia
Algeria,1996,9510,72.8,29400000,africa,africa_north,middle_east_north_africa
Andorra,1996,27200,80.6,64400,europe,europe_west,europe_central_asia
Angola,1996,3210,52.3,14700000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,1996,17100,74.4,75600,americas,america_north,america
Argentina,1996,14500,73.3,35400000,americas,america_south,america
Armenia,1996,2340,69.5,3170000,europe,europe_east,europe_central_asia
Australia,1996,31200,78.5,18300000,asia,east_asia_pacific,east_asia_pacific
Austria,1996,34500,77,8020000,europe,europe_west,europe_central_asia
Azerbaijan,1996,3330,65.3,7860000,europe,europe_east,europe_central_asia
Bahamas,1996,22700,70.7,284000,americas,america_north,america
Bahrain,1996,44100,70.8,579000,asia,asia_west,middle_east_north_africa
Bangladesh,1996,1470,62.6,121000000,asia,asia_west,south_asia
Barbados,1996,12900,74,266000,americas,america_north,america
Belarus,1996,5620,68.3,10100000,europe,europe_east,europe_central_asia
Belgium,1996,33100,77.1,10200000,europe,europe_west,europe_central_asia
Belize,1996,6100,70.6,214000,americas,america_north,america
Benin,1996,1530,56.4,6090000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,1996,3030,63.9,519000,asia,asia_west,south_asia
Bolivia,1996,4200,65,7720000,americas,america_south,america
Bosnia and Herzegovina,1996,3510,72.9,3780000,europe,europe_east,europe_central_asia
Botswana,1996,9220,54,1600000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,1996,11100,70,165000000,americas,america_south,america
Brunei,1996,86400,74.7,305000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,1996,8630,70.9,8290000,europe,europe_east,europe_central_asia
Burkina Faso,1996,938,50.4,10400000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,1996,790,46.6,6040000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,1996,1130,58.3,11000000,asia,east_asia_pacific,east_asia_pacific
Cameroon,1996,2320,56.1,13800000,africa,africa_sub_saharan,sub_saharan_africa
Canada,1996,32400,78.3,29600000,americas,america_north,america
Cape Verde,1996,2630,68.7,399000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,1996,804,45.6,3440000,africa,africa_sub_saharan,sub_saharan_africa
Chad,1996,1030,53,7240000,africa,africa_sub_saharan,sub_saharan_africa
Chile,1996,12800,75.7,14500000,americas,america_south,america
China,1996,2790,68.7,1250000000,asia,east_asia_pacific,east_asia_pacific
Colombia,1996,8480,72.2,38000000,americas,america_south,america
Comoros,1996,1380,59.3,489000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",1996,704,51.1,42800000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",1996,4650,52.3,2880000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,1996,8860,77.1,3600000,americas,america_north,america
Cote d'Ivoire,1996,3030,52.8,15000000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,1996,13900,73,4570000,europe,europe_east,europe_central_asia
Cuba,1996,10000,75.5,11000000,americas,america_north,america
Cyprus,1996,26400,76.1,873000,europe,europe_west,europe_central_asia
Czech Republic,1996,20100,73.8,10400000,europe,europe_east,europe_central_asia
Denmark,1996,38100,75.9,5250000,europe,europe_west,europe_central_asia
Djibouti,1996,2330,61.4,644000,africa,africa_north,middle_east_north_africa
Dominica,1996,7440,71.7,71100,americas,america_north,america
Dominican Republic,1996,6520,72.2,8030000,americas,america_north,america
Ecuador,1996,7700,73.1,11700000,americas,america_south,america
Egypt,1996,6480,68.1,64900000,africa,africa_north,middle_east_north_africa
El Salvador,1996,5760,70.6,5670000,americas,america_north,america
Equatorial Guinea,1996,2750,48.5,524000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,1996,1720,57.2,3120000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,1996,12100,69.9,1420000,europe,europe_east,europe_central_asia
Ethiopia,1996,626,50.5,59200000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,1996,6510,64.5,784000,asia,east_asia_pacific,east_asia_pacific
Finland,1996,28500,76.8,5140000,europe,europe_east,europe_central_asia
France,1996,31300,78.3,58500000,europe,europe_west,europe_central_asia
Gabon,1996,20100,59.3,1110000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,1996,1440,62.9,1100000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,1996,2620,71.2,4950000,europe,europe_east,europe_central_asia
Germany,1996,33800,76.7,81400000,europe,europe_west,europe_central_asia
Ghana,1996,2110,59.5,17200000,africa,africa_sub_saharan,sub_saharan_africa
Greece,1996,21800,78,10900000,europe,europe_west,europe_central_asia
Grenada,1996,7400,71.4,101000,americas,america_north,america
Guatemala,1996,5640,67.2,10600000,americas,america_north,america
Guinea,1996,1060,53.9,8130000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,1996,1790,51.2,1160000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,1996,4210,65.1,762000,americas,america_south,america
Haiti,1996,1720,55.5,7970000,americas,america_north,america
Honduras,1996,3300,68.8,5870000,americas,america_north,america
Hungary,1996,15300,70.5,10300000,europe,europe_east,europe_central_asia
Iceland,1996,29300,79,270000,europe,europe_west,europe_central_asia
India,1996,2150,61.1,979000000,asia,asia_west,south_asia
Indonesia,1996,6390,66.2,200000000,asia,east_asia_pacific,east_asia_pacific
Iran,1996,11400,71,61600000,asia,asia_west,middle_east_north_africa
Iraq,1996,7060,65.3,20800000,asia,asia_west,middle_east_north_africa
Ireland,1996,29200,76,3680000,europe,europe_west,europe_central_asia
Israel,1996,23500,77.3,5490000,asia,asia_west,middle_east_north_africa
Italy,1996,33600,78.3,57200000,europe,europe_west,europe_central_asia
Jamaica,1996,8360,74.1,2560000,americas,america_north,america
Japan,1996,33300,80.1,127000000,asia,east_asia_pacific,east_asia_pacific
Jordan,1996,6830,72.7,4720000,asia,asia_west,middle_east_north_africa
Kazakhstan,1996,8450,64.1,15800000,asia,asia_west,europe_central_asia
Kenya,1996,2230,56.5,28100000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,1996,1890,59,78900,asia,east_asia_pacific,east_asia_pacific
Kuwait,1996,80500,75.8,1630000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,1996,1790,64.7,4630000,asia,asia_west,europe_central_asia
Lao,1996,2000,55,4960000,asia,east_asia_pacific,east_asia_pacific
Latvia,1996,8560,68.5,2480000,europe,europe_east,europe_central_asia
Lebanon,1996,12900,74,3070000,asia,asia_west,middle_east_north_africa
Lesotho,1996,1700,56.5,1790000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,1996,263,49.3,2190000,africa,africa_sub_saharan,sub_saharan_africa
Libya,1996,22700,74.1,5040000,africa,africa_north,middle_east_north_africa
Lithuania,1996,9910,70.2,3600000,europe,europe_east,europe_central_asia
Luxembourg,1996,65400,77,414000,europe,europe_west,europe_central_asia
"Macedonia, FYR",1996,7710,71.5,1990000,europe,europe_east,europe_central_asia
Madagascar,1996,1390,57.2,13900000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,1996,863,45.4,10100000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,1996,15700,72.5,21000000,asia,east_asia_pacific,east_asia_pacific
Maldives,1996,5390,68.8,259000,asia,asia_west,south_asia
Mali,1996,1370,51.5,9860000,africa,africa_sub_saharan,sub_saharan_africa
Malta,1996,20400,77.3,384000,europe,europe_west,europe_central_asia
Marshall Islands,1996,3100,64.4,51400,asia,east_asia_pacific,east_asia_pacific
Mauritania,1996,2940,61.8,2400000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,1996,9240,70.6,1140000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,1996,13200,73.2,95700000,americas,america_north,america
"Micronesia, Fed. Sts.",1996,3060,64.5,108000,asia,east_asia_pacific,east_asia_pacific
Moldova,1996,2460,65.3,4310000,europe,europe_east,europe_central_asia
Monaco,1996,44800,NA,31000,europe,europe_west,europe_central_asia
Mongolia,1996,4300,61.5,2320000,asia,east_asia_pacific,east_asia_pacific
Montenegro,1996,9780,73.8,620000,europe,europe_east,europe_central_asia
Morocco,1996,4340,69.5,27500000,africa,africa_north,middle_east_north_africa
Mozambique,1996,459,51.2,16200000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,1996,974,59.9,43800000,asia,east_asia_pacific,east_asia_pacific
Namibia,1996,5900,58.9,1710000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,1996,9970,NA,10000,asia,east_asia_pacific,east_asia_pacific
Nepal,1996,1390,61.3,21900000,asia,asia_west,south_asia
Netherlands,1996,35800,77.6,15600000,europe,europe_west,europe_central_asia
New Zealand,1996,26200,77.2,3720000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,1996,3080,74,4700000,americas,america_north,america
Niger,1996,783,49.9,9820000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,1996,2820,54.5,111000000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,1996,1390,64,22100000,asia,east_asia_pacific,east_asia_pacific
Norway,1996,52300,78.2,4390000,europe,europe_west,europe_central_asia
Oman,1996,38900,73.3,2240000,asia,asia_west,middle_east_north_africa
Pakistan,1996,3430,62.1,126000000,asia,asia_west,south_asia
Palau,1996,15200,NA,17700,asia,east_asia_pacific,east_asia_pacific
Palestine,1996,1960,72.1,2740000,asia,asia_west,middle_east_north_africa
Panama,1996,9390,75.7,2800000,americas,america_north,america
Papua New Guinea,1996,2160,57.2,5020000,asia,east_asia_pacific,east_asia_pacific
Paraguay,1996,6590,74.5,4870000,americas,america_south,america
Peru,1996,6300,71.9,24400000,americas,america_south,america
Philippines,1996,4100,68.3,71400000,asia,east_asia_pacific,east_asia_pacific
Poland,1996,12000,72.3,38500000,europe,europe_west,europe_central_asia
Portugal,1996,22500,75.5,10200000,europe,europe_west,europe_central_asia
Qatar,1996,76700,74.9,522000,asia,asia_west,middle_east_north_africa
Romania,1996,11000,69.2,22800000,europe,europe_east,europe_central_asia
Russia,1996,12400,65.9,148000000,europe,europe_east,europe_central_asia
Rwanda,1996,736,45.9,6120000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,1996,3920,69.9,171000,asia,east_asia_pacific,east_asia_pacific
San Marino,1996,43500,NA,26200,europe,europe_west,europe_central_asia
Sao Tome and Principe,1996,2030,63.6,129000,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,1996,44200,72.9,19100000,asia,asia_west,middle_east_north_africa
Senegal,1996,1750,58.6,8970000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,1996,7580,71.9,9860000,europe,europe_east,europe_central_asia
Seychelles,1996,15600,70.4,77700,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,1996,971,51.3,4280000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,1996,46400,77.7,3570000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,1996,14000,72.7,5380000,europe,europe_east,europe_central_asia
Slovenia,1996,19100,74.8,1990000,europe,europe_east,europe_central_asia
Solomon Islands,1996,2260,61.2,369000,asia,east_asia_pacific,east_asia_pacific
Somalia,1996,648,51.3,7890000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,1996,9400,62.9,42900000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,1996,17700,74.6,45800000,asia,east_asia_pacific,east_asia_pacific
South Sudan,1996,2150,53.1,5590000,africa,africa_sub_saharan,sub_saharan_africa
Spain,1996,25600,78.4,40000000,europe,europe_west,europe_central_asia
Sri Lanka,1996,4640,72.1,18400000,asia,asia_west,south_asia
St. Kitts and Nevis,1996,17400,NA,43400,americas,america_north,america
St. Lucia,1996,9750,73.5,149000,americas,america_north,america
St. Vincent and the Grenadines,1996,6710,70.3,108000,americas,america_north,america
Sudan,1996,2020,60.7,24800000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,1996,9600,70.4,450000,americas,america_south,america
Swaziland,1996,5700,57,982000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,1996,31500,79.1,8860000,europe,europe_west,europe_central_asia
Switzerland,1996,45900,78.9,7060000,europe,europe_west,europe_central_asia
Syria,1996,5250,72.3,14800000,asia,asia_west,middle_east_north_africa
Tajikistan,1996,1040,63,5850000,asia,asia_west,europe_central_asia
Tanzania,1996,1390,52.7,30800000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,1996,9800,71.1,60200000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,1996,1740,62.5,876000,asia,east_asia_pacific,east_asia_pacific
Togo,1996,1270,56.9,4400000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,1996,4250,68.5,96400,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,1996,13800,69.3,1260000,americas,america_north,america
Tunisia,1996,6470,73.5,9260000,africa,africa_north,middle_east_north_africa
Turkey,1996,13000,71.4,59400000,europe,europe_east,europe_central_asia
Turkmenistan,1996,4820,63.1,4290000,asia,asia_west,europe_central_asia
Tuvalu,1996,2520,NA,9260,asia,east_asia_pacific,east_asia_pacific
Uganda,1996,984,47,21200000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,1996,4590,66.8,50600000,europe,europe_east,europe_central_asia
United Arab Emirates,1996,102000,73.7,2570000,asia,asia_west,middle_east_north_africa
United Kingdom,1996,29300,76.8,58200000,europe,europe_west,europe_central_asia
United States,1996,40500,76.2,269000000,americas,america_north,america
Uruguay,1996,12100,73.7,3250000,americas,america_south,america
Uzbekistan,1996,2240,66,23300000,asia,asia_west,europe_central_asia
Vanuatu,1996,2620,62.3,172000,asia,east_asia_pacific,east_asia_pacific
Venezuela,1996,15000,73.5,22700000,americas,america_south,america
Vietnam,1996,2200,69.8,76400000,asia,east_asia_pacific,east_asia_pacific
Yemen,1996,3560,60.8,15900000,asia,asia_west,middle_east_north_africa
Zambia,1996,2100,45.7,9390000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,1996,2690,52.2,11500000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,1997,930,51.1,18400000,asia,asia_west,south_asia
Albania,1997,4070,72.5,3090000,europe,europe_east,europe_central_asia
Algeria,1997,9460,73,29900000,africa,africa_north,middle_east_north_africa
Andorra,1997,29700,81,64300,europe,europe_west,europe_central_asia
Angola,1997,3370,52.7,15100000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,1997,17500,74.8,77700,americas,america_north,america
Argentina,1997,15500,73.5,35800000,americas,america_south,america
Armenia,1997,2440,70.3,3130000,europe,europe_east,europe_central_asia
Australia,1997,32000,78.8,18500000,asia,east_asia_pacific,east_asia_pacific
Austria,1997,35200,77.3,8030000,europe,europe_west,europe_central_asia
Azerbaijan,1997,3490,65.6,7930000,europe,europe_east,europe_central_asia
Bahamas,1997,23000,70.8,287000,americas,america_north,america
Bahrain,1997,44200,71.2,595000,asia,asia_west,middle_east_north_africa
Bangladesh,1997,1510,63.5,124000000,asia,asia_west,south_asia
Barbados,1997,13400,74.3,267000,americas,america_north,america
Belarus,1997,6290,68.2,10100000,europe,europe_east,europe_central_asia
Belgium,1997,34300,77.3,10200000,europe,europe_west,europe_central_asia
Belize,1997,6090,69.8,222000,americas,america_north,america
Benin,1997,1570,56.9,6280000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,1997,3140,64.4,529000,asia,asia_west,south_asia
Bolivia,1997,4320,65.6,7870000,americas,america_south,america
Bosnia and Herzegovina,1997,4750,73.4,3750000,europe,europe_east,europe_central_asia
Botswana,1997,9750,51.9,1640000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,1997,11300,70.4,168000000,americas,america_south,america
Brunei,1997,83100,75.1,312000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,1997,8580,70.6,8210000,europe,europe_east,europe_central_asia
Burkina Faso,1997,970,50.9,10700000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,1997,768,47,6110000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,1997,1160,58.6,11300000,asia,east_asia_pacific,east_asia_pacific
Cameroon,1997,2380,55.5,14200000,africa,africa_sub_saharan,sub_saharan_africa
Canada,1997,33400,78.5,29900000,americas,america_north,america
Cape Verde,1997,2860,68.9,408000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,1997,827,45.1,3520000,africa,africa_sub_saharan,sub_saharan_africa
Chad,1997,1050,52.7,7490000,africa,africa_sub_saharan,sub_saharan_africa
Chile,1997,13600,76.2,14700000,americas,america_south,america
China,1997,3020,69,1260000000,asia,east_asia_pacific,east_asia_pacific
Colombia,1997,8630,72.7,38600000,americas,america_south,america
Comoros,1997,1400,60.2,502000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",1997,648,52.5,43800000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",1997,4490,46.7,2960000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,1997,9130,77.3,3680000,americas,america_north,america
Cote d'Ivoire,1997,3050,52.8,15400000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,1997,14600,73.2,4530000,europe,europe_east,europe_central_asia
Cuba,1997,10300,75.7,11000000,americas,america_north,america
Cyprus,1997,26700,76.2,891000,europe,europe_west,europe_central_asia
Czech Republic,1997,19900,74.1,10300000,europe,europe_east,europe_central_asia
Denmark,1997,39200,76.2,5280000,europe,europe_west,europe_central_asia
Djibouti,1997,2250,61.3,661000,africa,africa_north,middle_east_north_africa
